Plate ID,Reports Count,Plate Issuer,Plate Status,Unique vehicles,Tags,Seen at Whipple,Plate Record Notes,Images,Last Seen,Last Location Seen,Plate,Submit Report
3FL2692 (MD),10,MD - Maryland,Confirmed ICE,"Gray / grey Van Chrysler Pacifica, Gray / grey Van Chrysler ,  Minivan Dodge Caravan, Silver Van Chrysler , Silver   Pacifica, Silver Minivan Chrysler ,  SUV Dodge Grand Caravan, Silver Van Chrysler Pacifica,    ","ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle",checked,,"image.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/4seQVWAbCPQZQvvhOo-X4A/NrgqabSVp43Sge3FiEKwiPdZhmd6GIqulxEXynYaatFl25eprn0CJqU6xw0yvZajFRKw7qouW99plFtER8QsZLiEGJNdwlXGryDJZI-wKH-scxLbWp8I-PJfqOVuvz2KGZOCC3FR09CWlE4r5iFV0Q/3t-G-X1KtdAW_TN1vOL4f9Q7MfZA3Az1Stbfck2Cgf8),4d543e7377735d379fe6579425655efc9bedf25aab82994b476d207d1e0228ce.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/HCS7w4IDG2PmQcg3IH0M5w/cQUUINZnA5PwEzp3Jkvz1TyAwO3PpKzC35C7PT9IHCiySGmiXx1CG0yrsIuOog8llCnEUL7PMPZxUnMtrtNa-t56k8q2D3qlMxz16aiO3OBaKwjopV8SKUy7GDijh2J-1i69HQ4HdD4eFKF-yuc4zBiGucJ73K5gCp9kGdpwV6ZHqmSPvSuwXVCzF7JcAq_S_S9UDb5NZOyI0EgT0t-y03EamFwLn9vG0omSmrKP01o/eFTx7uqfPxg7CgqJkDhlgTzE_mZurtE84s4aWV1npfU),3FL2692-Gray-SUV-11.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/OH6w9tcGWbmJkKo_TB678Q/hflwxIVEEmRVmh2rGG-AEOMtNv9v-4ynf5YOW5Rf8qMZ_GvDfoHweDlrA1wrguDjTmO_NmVhus9jm7wqRmbx6A8Gx0PFk2jdDpai60HAnuunw4Y_KMNhAiI6Z2DWP5_64MuK6FAMQdkJtLqbxCReA39yTIFVmRMN631UN2-v7cE/wxWc_i-7p8VZ1iPe3sV9H5gLAJD6OlRatMjKnPVbUyc)",1/6/2026 10:13am,,3FL2692,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=3FL2692&prefill_Plate+Issuer=MD%20-%20Maryland
3LXM86,2,,Highly suspected ICE,"Black SUV Dodge , Dark gray / grey SUV Dodge Suburban",,checked,,"DSC_0108.JPG (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/GsXR7jb-oqGIOTddgjU5nA/aAymUaN1rTn2YFHVt5z6u_I3mn6CB7gLT0N-qP4zLB7AGqhjBKoM8Hvgey1_CkHJjCL03aEFNWkVhDCTgVq7wKb8G_pnWWGtQ0XVIjgkNhAzeRlSGx4Vj-NOB8rRuvXzTmXCq7Ort2StfjVDRiRSkF7fSIB8DaQhuIwvZN0jTks/aYHsH_UJZamVT5RF960BVkDT1TDA-uP4s4NwStpKrZQ),DSC_0112.JPG (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/4oNt4kVJda-mP7giYt3BWQ/LaVSdConyTWicJJOkKKBLlVIYYukZ6GGEr1o7Aj_y1jRabg7oomoa6cjvunz1hG1EeEFZI-pyD3PDKw9QbArI3u7HCmRz0ZrHd30h3VIa385olCUi3p9MxBOElWvmYGPPHNwtLdMFxK84r9h86ER0_MSqRlarfOM1rPQljotjCY/ICz6DawQryi7xxHovoZAafhiIIUl0ZZxwTpLQnLL2cI)",1/11/2026 3:02pm,,3LXM86,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=3LXM86
3MHK50,1,,Confirmed ICE,   ,"ICE agent(s) seen in vehicle, ""Intimidation (observing, filming, etc.)"", Seen in a convoy",,,,1/14/2026 11:18am,"8200 Humboldt Ave S, Bloomington",3MHK50,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=3MHK50
3RP1019 (TX),1,TX - Texas,Highly suspected ICE,Black SUV Ford ,,checked,,,1/13/2026 12:00am,,3RP1019,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=3RP1019&prefill_Plate+Issuer=TX%20-%20Texas
40068A (WI),3,WI - Wisconsin,Highly suspected ICE,"White SUV Ford Bronco,    , Silver SUV Ford Bronco",,checked,,"IMG_0214.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/IE_UpnMYg32IGjpxb2s-Hg/5Q3yDdz1m4V_Z5oPZgWlicliQYu7QXooq9M6CFBnp3LnmcLElB48xGcj2kkR0IUsXQmU7nfjrzlyThLOQxZOz8RVgM9jMYKNLuj_iJBUNkAH977Z4Mxfgg1xppIKD-vV6zIxW6yL2RzFdIp63zP2tlZg2SY78Jz9xpN_7sHcJJQ/GAYqyunuaspxd0eANe5bVP7Gg6TQqwFLnycgttisvGg),IMG_2701.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/i7fDjFEvpe5oL82Is7mDuw/rVzSMkXTeKCdDaKPOYIxcxNOu2qnTRWQEdhGJl3pRmvluT3vD6ZGOfadxOrAJor2kjyTZ6YkpmbJn1l7wCLM7BDYc1P1AJWhTb1RF0UFWuxPo1HQuTyUBW9q2GvM21kG6xx1I3u9GKM4fj8E5yHRx9XLMuVUlQ0BPy5aH4Y5Qok/_UK22IDiBNGcsxIHeOZhhqxJqLF__HFz_jBBLuANqMM)",1/13/2026 10:17pm,Whipple,40068A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=40068A&prefill_Plate+Issuer=WI%20-%20Wisconsin
408GIS8 (CA),1,CA - California,Confirmed ICE,Black SUV Other (describe in notes) Other (describe in notes),"ICE agent(s) seen in vehicle, Involved in abduction, Present at raid or abduction, Tinted/blacked-out windows",,,,1/10/2026 12:00am,"Sun World Supermarket 892 Arcade St North, St Paul 55106 in parking lot",408GIS8,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=408GIS8&prefill_Plate+Issuer=CA%20-%20California
40ATLG (FL),2,FL - Florida,Confirmed ICE,"Gray / grey SUV Subaru Outback,    ",Verbally or physically aggressive,,,2025-12-28 18.03.07.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/K84DTlD0uycrKeIgHYYW9g/RJQQuA0zU7IpHsM73f52wTHQZ2lyFO3u9IobuyxqQVv-Y0-jLq-qomk3Bf9GzUsow-MZXph1GZxe-qf7FCcIK3ueGhpxyu3Pl5XH9X_4OgidR_tVekA8LfTbdCPZGd5qvZCT52ap_H6N0B7gGV0iXZ8S8Q6HwiQwupd6etk7wE8/i0a6LHdJLDvVLVS3zwv_3iJf7_mKZ4C2lm8rLkXaSts),12/10/2025 11:23am,"Hook Fish & Chicken on Lake St., Minneapolis",40ATLG,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=40ATLG&prefill_Plate+Issuer=FL%20-%20Florida
41089A (WI),6,WI - Wisconsin,Confirmed ICE,"Black  Volvo , Black  Mitsubishi , Black SUV Mitsubishi Outlander, Black Crossover Mitsubishi Outlander,    , Black SUV Mitsubishi ","Seen with known ICE vehicle, ICE agent(s) seen in vehicle",checked,,signal-2026-01-05-123136_009.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/iv_EFc2LG8_H95s6ZrWumQ/3QwFpPiXNkGYPXIhP5F8zyE5wGRDmduPxdQVeKJWUHlp4FMZkNK_4vh1n3bnRxF8UltzGkpn5uXY9sohbmk_Utme8i55GUBS4a9ochtTUiEpCs-bD2acGsYCC8ossIGO9vRfm3xwXbchIAGovrsml6ygmI3GkN2EYu3xnY2eODwXhWiCMhmXqNFbckTDXQKl/sHS1LWYUXpsLyz0EBfB1VI1490t7JGefCK5PD7Fyiys),1/5/2026 12:31pm,Leaving G1,41089A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=41089A&prefill_Plate+Issuer=WI%20-%20Wisconsin
41268A (WI),2,WI - Wisconsin,Confirmed ICE,"Dark gray / grey Truck Dodge Other (describe in notes), Black Truck RAM 1500",ICE agent(s) seen in vehicle,checked,,8178b4474426f4324e46b79c889d8d8d3497c30f661a58a1bbb10f1779f5890a.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/_Hmdag4Rn_nlh06jF8gkKA/wI3xZhFarXW9GsOaJsI1-imNDnwCk4QXgkxY6KhqHKBmdyG34kKDAly3ppm--NwCjtATGhLlIE-fTgcfbrBMwZiPIhtatQUBjrUHcu8u2g0g9o496MchVI_EBCIEU7-fOalDqLKckLoK8RXUVTvk1pNNHy_BkyQ6NsnEfRjt00aE1SaR_GnOMQfRY-d6-vnTTPK2tMlYukMtU02JyHMZrvbGkTURIuEi_JNQ5Aln5r4/iAatshTdgXDMgK75DlsQf2QioUa2WfQPk26TFsKyA-w),1/15/2026 8:30am,Whipple,41268A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=41268A&prefill_Plate+Issuer=WI%20-%20Wisconsin
41285A (WI),1,WI - Wisconsin,Highly suspected ICE,Silver Minivan Chrysler Pacifica,,checked,,,1/10/2026 1:30pm,Whipple,41285A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=41285A&prefill_Plate+Issuer=WI%20-%20Wisconsin
41578A (WI),4,WI - Wisconsin,Confirmed ICE,"White SUV Jeep , White SUV Jeep 4Runner",ICE agent(s) seen in vehicle,checked,,"IMG_2161.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/HKMvWVHPoWShJBx2JZd6ug/FiBidAEWMueMtfn3NL729S1c-01sYowTkzkMheDJIfBH-paee-qSJx0K--CGHaVaM1bv_87fBajd0Q8NflI1ZQ6MZCPlCq97Rw-3j5MaBO84afTOLyJCI9TErBR2MP4tYj8qfDsEpOShrtrCQeTM15Xi6-5sEGh38YMcVLNn5zY/R7N14qpHBs-XQiyqIshMQH2uRdJqbnWMQ0a1eGuDr_g),IMG_2836.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/CZ3K9_YdK7kqGX-8vHsOZg/vFmam_zxAB9VnfHu6GO9xPCGGdA1gB8zhpuNR3tuqg3_7boX1ay1P2VrUAeuF-2mfk07EvuKf4aG5k8K11VQcKFx_80lVsFkqMNnLFzc5rXplXvIn7qPQbHaSkUG4K5X00iwS6dMYSNQZ3HucNkc5K37GQ9fvXlXDLPDtL5k5Ps/3KscM0Tn4tzB2_BcWR6BABqc0d8t80n_UDbTFJ35Udo),signal-2026-01-16-121531_019.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/4gHZZP_qSkUBcqwDDwjaEA/wwZ7xujcJ-2r8MCRRlEfc4YT5A-vLlRsNAyuln-9W9eiyfegfyQjHlvLXIUlLqLSD5pWnYZjMG19MoyR0-IH8JrRfL2OSUXj4_LF6l_HQVeiGvFUrNBhaCnw88NvXm4hMnoN-2h8BX05x_6d_H515cnqeh8baA7zYkvkh1hc2215OV6dqPGmEj_qtp46se1i/E94ss3M-M_sbTqT_veMbEMlpTj_z9plu8fKjGMC6IwE)",1/16/2026 12:15pm,Whipple,41578A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=41578A&prefill_Plate+Issuer=WI%20-%20Wisconsin
41727A3 (CA),3,CA - California,Confirmed ICE,"Silver Truck RAM 1500, Gray / grey Truck RAM 4x4, Gray / grey Truck RAM ","ICE agent(s) seen in vehicle, Verbally or physically aggressive, ""Intimidation (observing, filming, etc.)"", Tinted/blacked-out windows, Embedded lights, ICE agent(s) seen in vehicle",checked,,,1/13/2026 2:46pm,Whipple,41727A3,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=41727A3&prefill_Plate+Issuer=CA%20-%20California
4181AF,2,,Confirmed ICE,White SUV Dodge Journey,"ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle",,,PNG image.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/2I1VtHiWVsGs8C96cBIJ9g/n9o1TL_H1dIVURrKAQV0TgWK94fKgOaiTuP3Rpayb74KDuuDC9oUjy2ZqTm15GPy7Gpd3h042XCfrsAp8u76wbt_LvBQv0NiaPTOJ5B2rhZSVAgdrTGAqACELzuvf9cRrQwR-Z8L_5zYnBZ5cuTWc1i1tCehPBJoy5pjTbyiH5k/Q0U8CBN8MlOzAotQc9zYVU420LIr3HBsVU2KaAweNXU),1/8/2026 10:30pm,"The Durham Apartments, 7201 York Ave S, Edina, MN 55435",4181AF,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=4181AF
42455A,13,,Confirmed ICE,"Black SUV Chevrolet (Chevy) , Black  Chevrolet (Chevy) , Black   , Dark SUV Chevrolet (Chevy) Tahoe, Black SUV Chevrolet (Chevy) Tahoe, Dark SUV Chevrolet (Chevy) ,    ","ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, Seen in a convoy, ICE agent(s) seen in vehicle",checked,,"IMG_0850.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/Jxlf7LqZ1kUzhpmjphB_Tg/4xnfCHlCPEcD9WyR2F_1YA-rqX0wOEcbYrRjBA8ZC1wHwKKI3VVTZsrCBXPtrCK0BbLH4wq4-Wk77c-uWjmEd8qliw65WA3F_Z3G2hx9nswiJJ8-CBexWJgw35tyTr37vH4RlnZk7ERu7qTYPwe7-I4jZSRzskYOwaP6wNcHr18/O4SKzPiZjo_XBK0b14RisOaDjp7IaAfuCKHZmFTrlFQ),IMG_0851.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/P04e6Gough5PPSD76GJwyQ/9-k63Ji2_Zr-nzt8t0dIyX5nCVZrVHufnN2YTxqN5b_n5bq5MyRRvEAfcSujHLrvShAg8AaKsNLbvBy4c9UNJFoT6k5dfXuLMUXWqfFfWR5IN1E2QGko5Dt1dm8HecOmKgjxwDYIacwXUuF4pgC7jh-wPB7SRydbdlia11Tt72Y/_vMT_8ilGnwNrjXAL17kYvszHQNZfibDJVvGyTYmP2Y),IMG_4036.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/OflBIvokj0Lk4KBGvY_GzA/jebRiKaKmQBO7vuxYPOaHS6DM4Hs3u0fs3p3nqDxdz1cUrBVEqGimU826Medejg0lOpAKzz60UPmwYPfCAsmAXZGBieA-HLn1CsaLSIqzE3grCJpJwF5ofFLaSivmlkuYMlfKyLo6ROA9a_6Mu7k2jb3Mmp-qg8KRpQ1RXOlGe0/SgIvYv7OrM21H615z83G2pbzm9VMovR76px9UCuJTiQ),signal-2026-01-06-105012.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/U8Zp9rya_Fx2IqrpBkskrw/0jrKHcomNtADGiZXdASKDOlcfXAidXocC_bkr7VbuHOqSgnuwCmrEAT_M_aJ9uSRBjYpmyzHtf6tSsClhBiBoiF_a0L2myM3QMmNE9fQ5-TWFfGiIe3Non5_yuZOCtEBNVAX1tepkWi7hVjmPUSrznqIaLCp6W0xY44hMIgiveB93Dbdx0JhkrkB8ePtH8W1/M7w59ksMK7gIX3ZDZxGvhb6ViEnnUDG26WRmYPYM0a4),signal-2026-01-06-122414_004.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/Z2USDuZeNEResylu4r24Ew/df3ekS_D9ZqXaiZZ0tNUC_VXfBfc1S3rN4qr4wPTzPWSnDWxx7z4yMdREN623_e1cQhmj_hmUYs8_6w-hQWSb8MPgy8u9QnUjj8apK9OLGCteM2_4R81-aUgshjPRRW4WswZL-t_Y4qfMK_6hAJkpyA5AbywnD5WhawjBzec-VmiMKpYKMWWHPJSPwTU1a2C/VjP9wjODPlpvFtjVFcDN4ESdVvoM4qatlvGtHG2dgLM),Screenshot 2026-01-07 at 8.29.07 AM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/07bpGUxI5wTrNrgoPF_8bg/O3aBqzmjZbrFl81YKlXIQ6QBBHL-kCm-5OE8vh_MvY7HmshBsgJASUu7Y4aZBcf2Y74XwP0KtkzZRpFdv_aR423heWT1sc1CoGy9yD4IT8gGQ9T6XuXA6CGle0C0MxTml_I1B3XSvggn81CQ_O91rj4iC1o1O_q8gcogCOnPENVpZFzU5pdYhUTavOvDxgo4/CYpT7vVZQnpkZsPZFHiPVdQr2uQkodnxbv9aTGN68To),IMG_0456.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/H7w0CnU_XjQ6ybaJOu9m3A/M868zQ32bWcRv8UP3cYqHX2j3OiCNorC1PTCjUqjpd3QDDkFQCywGGRZqdgigvV-ClUEz1FKMvKbvJMp-Qu8Ay5gCEohLcXsEJD2vg83DvSV2MY9TRxSo0NMoQ6aiVFMw0q6jFp5znZ9AVI_LMtf4h9Ksos3yeOO4fQefuUyJrM/zePvum7iUS4xnT6E5sR0Q7NDohLNCNeB7WVDrQGYkIU),c4f5364b684c59b424b30537a4db6110c819c30d72049a1e62ced6eaa1b6ff26.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/i4RlYZ11i3QgmBrtz6tsLQ/_IEF_PptcGFkEykCnRSKBjph6RE6VDN7P9wYe71yjQi8wk2Cbp2OXXuKdgrHljQqkq0b0mOP7-x6BGUpsqdiJYJDuW_7aQs8w6VZz4CAoKe-TS6pgnt2fVjBZuIByqS5bNRcBuFgGMNVNcV-XH7-R5IR-xNAYsRo_eKizw3YzzulRcjDQsQFciYK5DrGilM7CQpWRh9zMNfxQBP9W2IgDgakZ0VBZbFXawKKMlJQios/0cS4oP5NfUBF8xLTse8SA4_6UO4qCXPLq3-X5pjJls0)",1/16/2026 12:00pm,Whipple,42455A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=42455A
42653K3 (CA),5,CA - California,Confirmed ICE,"Gray / grey Truck Nissan Titan, Dark gray / grey Truck Nissan Titan, Gray / grey   Titan","ICE agent(s) seen in vehicle, Seen in a convoy, Seen with known ICE vehicle, Erratic/aggressive driving, Tinted/blacked-out windows, ICE agent(s) seen in vehicle, Verbally or physically aggressive, ""Intimidation (observing, filming, etc.)"", Tinted/blacked-out windows, Missing license plate(s)",checked,,"7335e4e85923df0053786b2bb045637622f97bdaa1a439df56a6c40426d33ba4.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/KvaHjUPCUGPvKBRMhSwzeg/ov7xcaWhOQwhVMi5isdt-Fm_OnEGTTgL1UF4jEnPQOk2Pu22gMZFAiDTLJmrN3Y582Ha-UhXuxZn4LTmM8OP_p-rJtR-F4gr94kojC3tGdjucj3BRnPxQxNQjOpnh8Q9ri1xA5625nonuGO05lBMBC33pKH0Bh_Y6qMQ7nAQ7zioNxAkRQVA4lG4_YF7bi_IXw8ZNUS8HXLoaL2g_P-CwLS7x4OX5cqATU-pkP90_QQ/f2XTt8P1At9CHagxJQDrbU6dZwVh-YHvGU_poqww-SY),fd2f3fbf7a7ea764ebddc1a64f78dfa442a078fc5f5fb0092ad8fc51e2900625.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/9AP4OhP1PSqpkIm3ae2gAw/3oP67M0A-KBtdYuKyUa9l3BW5JaM2_ZIDg7kZjzwH3YdOX9o60kFy49oQ6CtYrxhpnpKYkizQ3aW9qyXyfVbMmpj0kEsXe023rHehsJz-TKhbIXD57fN0J2ESQx_aWJmXJoIdwsOTigeeHXmC9YE2L_Y4CRnOiHApA9LEJIL7gZavkXFyM5spiOJk3_zfoNetjCAVNrvfxHLKf4NeMOXN7q4o07U2uuGLjpjsmbBUYA/LAj3dJ45jSz-WlNNkuNnhBjf7s8rg1U_Mu2YveS3ENw)",1/17/2026 8:28am,Whipple,42653K3,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=42653K3&prefill_Plate+Issuer=CA%20-%20California
42654A (WI),2,WI - Wisconsin,Highly suspected ICE,"Black Sedan Kia Other (describe in notes), Black Sedan Kia K5",,checked,,,1/14/2026 2:26pm,,42654A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=42654A&prefill_Plate+Issuer=WI%20-%20Wisconsin
42690A (WI),8,WI - Wisconsin,Confirmed ICE,"Gray / grey SUV Jeep Wagoneer, Black SUV Jeep Wagoneer,   Jeep Wagoneer, Dark gray / grey SUV Jeep Wagoneer",ICE agent(s) seen in vehicle,checked,Also might be 426904FT,,12/29/2025 11:12am,Entered Whipple gate 3,42690A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=42690A&prefill_Plate+Issuer=WI%20-%20Wisconsin
42941A (WI),3,WI - Wisconsin,Confirmed ICE,"White SUV Jeep , White SUV Jeep 4x4","ICE agent(s) seen in vehicle, Erratic/aggressive driving",checked,,"signal-2026-01-11-082953.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/5uducOZlCxUnuzwcTSM_5Q/G05kWSsXi6VXccTFwlEowarBYFz4eZfHMMze6QxCI07P9ip9nuSdbJKF_ZL5pngowTNnWk0nUfLCOOde3laY6p_xkjvUxxDkbV0Y31fN2AmYvKWAVvU_uaMNeR10wTvEKmeWOvHQs42UJThN-YtjQZnUkpvCHBfP6_YQRIjNLF4SuwcPdQAIEBAq3rG8isVA/jXax17r0_SqG9eRI1lPXioO0mVR2qHJMba18TzHF_ps),IMG_5915.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/_6WZK6JK1_BodgytWQRQmQ/X8Zp3CVEAYKApxq2LY9P-gURcwggwmp7Ip7TxIfkajMolZH3mZ_tb8QQkaaT5vlDp1b7x0AC70NZRtBcCTS6vizgT5TxcUGnrY14nQjX6GYABtMoou_dAthNVOV0rR6B6g9GvDOB3TtM7Dgo3eCMYpiJwNEAxuClqHsYLhzHa4k/fngcBdrrv7gaT2YKy9kP4pCCwwuiihR_tUnVqF9nsRA),White Jeep.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/wzN5CxalisGMEO81B3ITkQ/zXm6azw-BFHNoVN_v8scSpEpx64GSlIhLJu3Zu-iB7HVsSJazinNGzZQl_sQ-ThzdBEwddXxRr-k9ORP_ja8N7Jgfz-cT1DgIbJaB1T1x242Fsi-fLnMZBQiqse_LFiaHhEcLOCX8_yL7UZ5Xk3BVioF3ZLVEzbPGYzyY3EBZyM/vcKrk5xIhr1oennqEzmg5px4kNQTQ_yZUz6E13r03aY)",1/19/2026 8:00am,"Parked at Pho Hoa Noodle, Whittier neighborhood, Nicollet Ave and 25th Street",42941A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=42941A&prefill_Plate+Issuer=WI%20-%20Wisconsin
4308C,1,,Highly suspected ICE,   ,Seen in a convoy,checked,,,1/12/2026 7:09am,,4308C,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=4308C
43225A,2,,Confirmed ICE,Green SUV Jeep Wagoneer,ICE agent(s) seen in vehicle,checked,,,12/27/2025 12:00am,Seen at Whipple,43225A,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=43225A
43439K3 (CA),4,CA - California,Confirmed ICE," Truck Nissan Titan, Black Truck Nissan Titan, Gray / grey Truck Nissan , Gray / grey Truck Nissan Titan","ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle",checked,,,1/4/2026 4:32pm,Whipple,43439K3,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=43439K3&prefill_Plate+Issuer=CA%20-%20California
4378U,1,,Confirmed ICE,   ,ICE agent(s) seen in vehicle,checked,,,1/13/2026 1:34pm,,4378U,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=4378U
4448U (US),2,US - U.S. Federal Government,Confirmed ICE,"White SUV Ford , White SUV Ford Explorer",ICE decals/insignia,checked,,Screenshot 2026-01-12 at 11.58.11 AM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/g-OUiwuQrX6UIw1b60pTZg/T-aibx2KRBgRl5CPM72aKcNC9lL11o8VDEy2X8qAZ60PShem6LKbXWN63sV5d2C8-OuwJ7VXnOf84OIzpCTyy_h95tvzJrCIbgZRuBljbAobh2ikYDVQB89FGTY-Qdwg90gaHObwjB-LihiKonbGg5ncshc47jMKjnGLkw89TmaKJcyjKpZ715pWrRkIxcX7/f67Ls40kN9g9XazVE9BHZTEn0mgG9muSYieb0ju03Bk),1/11/2026 10:35am,Whipple,4448U,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=4448U&prefill_Plate+Issuer=US%20-%20U.S.%20Federal%20Government
44AJQH (FL),1,FL - Florida,Confirmed ICE,Dark gray / grey SUV Toyota 4Runner,ICE agent(s) seen in vehicle,checked,,,1/18/2026 2:00pm,,44AJQH,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=44AJQH&prefill_Plate+Issuer=FL%20-%20Florida
44RAV8,3,,Confirmed ICE,"   , Black Truck Dodge ",ICE agent(s) seen in vehicle,checked,,,1/15/2026 7:21am,Whipple,44RAV8,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=44RAV8
450150 (MN),1,MN - Minnesota,Confirmed ICE,Red Truck Ford F-150,"ICE agent(s) seen in vehicle, Erratic/aggressive driving",,,,1/11/2026 10:00am,"1404 Central Ave NE, Minneapolis, MN 55413",450150,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=450150&prefill_Plate+Issuer=MN%20-%20Minnesota
450F150 (MN),5,MN - Minnesota,Confirmed ICE,"Red Truck Dodge , Red Truck RAM 4x4, Red Truck RAM , Red Truck RAM 1500,    ","Erratic/aggressive driving, ""Intimidation (observing, filming, etc.)"", ICE agent(s) seen in vehicle, Missing license plate(s), Missing license plate(s), ICE agent(s) seen in vehicle",checked,,,1/13/2026 8:00am,,450F150,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=450F150&prefill_Plate+Issuer=MN%20-%20Minnesota
